Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
91.34465771,99.64983078,96.49892565,49.02535818,99.23317486,44.67385998,67.67802052,1.275571032,91.37735974,96.61406127,75.82610516,93.15486897,17.32876382,17.32876382,17.32876382,17.32876382
81.03205788,99.47035019,92.05332061,74.14461931,99.27119087,48.77254769,55.87571178,21.23207366,96.15668955,97.10999459,78.05514884,93.52175695,15.46660811,15.46660811,15.46660811,15.46660811
98.2911818,97.4711454,90.8333574,62.57315025,99.19613112,69.76154868,75.25348846,18.67023709,84.94497426,98.54223903,83.15433514,94.52563803,11.37130289,11.37130289,11.37130289,11.37130289
41.51238439,95.37637909,96.60439365,81.8402064,95.97481741,62.36648686,83.12763806,0.048832038,96.71753821,97.45043237,76.01659806,94.70847325,18.69187519,18.69187519,18.69187519,18.69187519
140.3172661,96.21539106,87.30726735,94.89759673,64.55665311,65.3655224,87.94084644,18.90547464,99.37743623,97.01034983,92.26799624,96.21485762,3.94686138,#N/A,#N/A,3.94686138
75.90550216,96.23152898,96.07868711,35.82565436,99.73510092,99.45043708,93.14247044,13.35288431,84.96444012,97.19568966,81.81288376,94.86246104,13.04957728,13.04957728,13.04957728,13.04957728
99.01062348,95.52880166,94.99221643,86.28207936,99.10855259,84.07230613,50.35847115,7.674598593,57.52063161,97.75015462,81.94603655,95.52930721,13.58327066,13.58327066,13.58327066,13.58327066
83.81859538,99.64129817,95.80345973,87.98839265,99.56713427,68.45342244,85.88182345,19.86739765,84.20561537,99.1207289,85.01241571,95.4033677,10.39095199,10.39095199,10.39095199,10.39095199
16.25158436,95.81196085,93.12634522,87.03160518,99.11622378,67.01177115,99.69719242,13.81376883,96.31612461,94.93416107,74.99875535,94.53614679,19.53739144,19.53739144,19.53739144,19.53739144
98.19171878,93.96875553,94.70082458,80.63392896,95.90599806,99.93685655,77.35999579,6.48445324,42.63054506,97.85003399,83.10269857,96.06407309,12.96137452,12.96137452,12.96137452,12.96137452
72.50234124,99.98689605,99.64842964,32.28080647,99.56147648,71.53933494,99.05311972,8.668032834,74.27230694,96.38640123,74.55389011,93.24799111,18.694101,18.694101,18.694101,18.694101
82.7499677,96.55150043,89.9967562,85.17477787,88.93225767,53.13809548,90.73256636,28.07826029,99.4171559,98.20983164,82.81487107,94.38198291,11.56711184,11.56711184,11.56711184,11.56711184
86.17798664,95.71055846,92.11318726,63.75648867,53.40015817,55.90683702,75.71303593,3.616449962,99.72532648,97.64889719,72.16998373,93.27375795,21.10377422,21.10377422,21.10377422,21.10377422
94.10510054,97.74087722,99.93068808,39.26388585,99.69150787,57.16055372,99.43300771,18.71580975,70.89624976,96.32059181,76.80352527,92.88168356,16.07815829,16.07815829,16.07815829,16.07815829
53.8007517,98.07439217,99.12313994,61.68184174,52.29178456,98.92447594,95.43900095,17.37059896,47.23722704,95.64283274,65.68284301,93.24130146,27.55845845,27.55845845,27.55845845,27.55845845
83.879424,96.94549465,90.31201762,72.15965086,86.0818457,19.07435636,61.69663385,8.466288272,99.42187224,95.13351656,71.69574561,92.21597122,20.52022562,20.52022562,20.52022562,20.52022562
49.35952148,96.03426629,91.19854422,73.09626902,99.02745164,31.65665552,75.15419987,8.253818399,42.43522861,94.43979992,61.28218268,91.29055108,30.00836839,30.00836839,30.00836839,30.00836839
68.04081584,96.91306125,94.44728859,65.54031285,99.58922198,59.87177071,99.76501492,21.39639678,99.01120142,97.86347493,81.11927856,94.19996416,13.0806856,13.0806856,13.0806856,13.0806856
72.18800905,97.05296441,91.75256449,128.3093891,91.60637474,85.11090026,99.66435454,0.17961259,70.91158054,98.3546809,89.02781363,97.98704232,8.959228691,8.959228691,8.959228691,8.959228691
140.8412084,98.79760572,91.48588817,83.27110342,99.07304757,87.9663647,97.45111465,13.92141598,99.9034647,98.56457395,102.3410586,98.10382176,4.237236841,#N/A,4.237236841,4.237236841
26.35855941,96.11172719,96.56441338,82.67349647,99.00498321,99.03711692,99.90831276,7.474825062,88.33617034,96.50521682,80.35161248,96.17216852,15.82055604,15.82055604,15.82055604,15.82055604
70.22929094,94.79300617,96.10368244,79.99431825,99.45439357,32.06364949,89.51171575,2.115674437,99.79496293,96.80623026,77.9389231,93.91690521,15.97798211,15.97798211,15.97798211,15.97798211
50.78623309,98.52968106,95.06501096,23.96340296,82.04212941,51.93878352,88.0134618,26.16874392,99.65634505,93.61782206,65.72932242,90.89026752,25.1609451,25.1609451,25.1609451,25.1609451
99.32800681,97.84507877,97.46727469,69.91284711,99.00092655,91.29714636,99.37769739,0.879432626,99.1724437,99.49427342,92.94680525,97.25043119,4.303625943,#N/A,4.303625943,4.303625943
97.11920754,99.56834422,93.99422087,65.21139017,68.65243121,99.97380202,98.47453944,15.09694766,99.89650458,98.72556347,87.42128528,96.21120739,8.789922112,8.789922112,8.789922112,8.789922112
79.71470319,98.61716366,92.27113166,64.72789191,99.70035083,89.06002728,99.05481492,40.54186015,75.15189728,97.83083891,84.09885487,94.67652895,10.57767408,10.57767408,10.57767408,10.57767408
140.7114266,96.10964874,94.12587958,75.08361895,99.00071566,80.33977639,78.96692187,35.56547949,99.84209105,97.24701056,98.01844266,96.38668134,1.631761315,#N/A,#N/A,#N/A
96.12918887,98.47333498,91.09515741,55.68225076,83.12882259,99.36258135,66.67640225,28.5697355,99.95005232,97.79114129,85.42611186,95.18503896,9.758927106,9.758927106,9.758927106,9.758927106
99.15377767,96.34437928,91.53184208,82.4556497,75.72027998,85.83460471,99.2192408,23.46175981,99.81109151,99.19854788,89.44604033,96.19275655,6.746716222,6.746716222,6.746716222,6.746716222
66.33720436,98.90772793,93.49237074,87.03741273,71.11794293,99.73871881,99.15488266,19.58826738,84.14540917,98.7747165,82.55878752,96.02740077,13.46861325,13.46861325,13.46861325,13.46861325
50.36958384,98.99305373,95.30056544,43.13947173,99.64088939,90.90777737,91.96343611,0.232031308,99.09098729,96.82301522,78.82626064,94.9691603,16.14289966,16.14289966,16.14289966,16.14289966
58.81532806,98.15877506,95.54897379,46.11513939,93.24578522,83.78630969,99.45011997,32.05212535,99.22948776,96.71330231,79.34566427,93.88386036,14.53819609,14.53819609,14.53819609,14.53819609
65.39946624,98.22640423,96.54142545,46.99305226,99.44368074,17.40363151,94.97352475,12.52109167,99.80968453,93.4876326,70.17257333,91.45368109,21.28110776,21.28110776,21.28110776,21.28110776
89.94709718,98.0028403,93.16396158,41.03670254,97.22857896,99.73885609,61.97658625,25.24090823,59.13835299,96.17630924,77.26363143,93.82148092,16.55784949,16.55784949,16.55784949,16.55784949
46.38827636,96.54405684,96.433147,53.39260637,86.64044016,57.51511446,79.32167506,30.48479201,30.37563,93.70518883,58.18390404,90.44705988,32.26315585,32.26315585,32.26315585,32.26315585
87.75682391,99.88124493,97.44763504,84.36574596,69.98943763,68.39457891,89.27886323,21.54500995,99.56011033,98.78028895,82.43283937,94.95115558,12.51831621,12.51831621,12.51831621,12.51831621
83.53784655,93.99846585,94.99733032,0.9074095,99.88112015,45.72055258,99.62537848,25.78354182,99.33198553,91.26533235,72.08970513,90.89724729,18.80754216,18.80754216,18.80754216,18.80754216
23.04179589,94.67574147,87.14131736,82.37299027,99.71936998,73.1313668,70.73514039,16.24118054,75.48163533,95.76481933,70.20324438,93.71466893,23.51142455,23.51142455,23.51142455,23.51142455
57.55966792,98.5188975,82.17907033,87.73866678,90.15788314,72.88922933,89.56873506,23.87718846,99.32045991,98.403739,81.79824722,95.08217004,13.28392281,13.28392281,13.28392281,13.28392281
67.88551062,99.31183251,95.48973539,77.68857621,99.91084423,77.61249531,57.65071219,11.90375887,85.19517595,98.42379131,79.34923113,94.90943752,15.56020639,15.56020639,15.56020639,15.56020639
99.34774458,99.70012467,93.44009823,53.54590523,60.51920218,23.13656899,68.06919375,0.137769489,99.91383292,94.29051585,68.24351897,91.6800075,23.43648853,23.43648853,23.43648853,23.43648853
97.02515398,96.32192016,94.89662871,86.43685176,99.37726049,99.39855562,86.60020109,9.981277777,81.58608853,99.70465295,92.11241539,97.38282856,5.270413169,5.270413169,5.270413169,5.270413169
97.54580367,97.53955661,86.65988252,38.68893992,99.81376674,37.00375455,84.56573909,11.03651848,89.98337272,95.49117403,75.70293329,92.36069257,16.65775928,16.65775928,16.65775928,16.65775928
87.8426388,97.31797993,93.89224528,92.83236033,64.97134013,74.77803299,92.04132083,8.613517578,67.19480279,98.93114342,78.33937963,95.11305816,16.77367852,16.77367852,16.77367852,16.77367852
48.6102147,95.2238683,92.90053214,2.573917928,99.8783691,96.13361657,68.35546531,16.45219489,83.98847048,91.77402676,68.3905479,92.16366124,23.77311335,23.77311335,23.77311335,23.77311335
92.56923249,93.96505519,87.75758646,90.13563257,91.73463001,81.19795703,83.45491535,6.683757125,72.18292717,99.65961256,85.16974607,96.11846781,10.94872174,10.94872174,10.94872174,10.94872174
94.5439513,97.94609922,93.1290989,74.60834837,99.70459888,31.91936953,99.89547565,5.659442518,99.77157067,96.87972178,82.87695471,94.26405415,11.38709945,11.38709945,11.38709945,11.38709945
23.30446273,96.69530653,98.05332084,37.22667586,45.01524185,91.33296462,58.53717098,4.164454624,99.53800096,92.01989492,58.81183049,92.09415907,33.28232858,33.28232858,33.28232858,33.28232858
23.94737528,96.3188485,99.81364141,25.2297091,99.62202722,86.50804127,95.62783138,19.98594566,45.03716979,91.00826478,61.32564687,91.51343024,30.18778337,30.18778337,30.18778337,30.18778337
66.96010819,96.82701008,99.16631611,99.17359478,99.71368636,99.18594622,78.9584556,10.57436153,99.03387587,99.15003784,90.59638528,97.609145,7.01275972,7.01275972,7.01275972,7.01275972
58.57060692,99.22328819,99.63684905,66.25493169,99.23618601,57.82877388,63.74042509,24.08179165,56.02242821,96.37886637,67.91472235,92.21786987,24.30314752,24.30314752,24.30314752,24.30314752
60.05178393,97.32898612,95.78774495,97.46692225,79.15856269,99.85667675,88.45938116,0.10347296,58.98653654,98.30832626,78.95439246,96.35859357,17.40420112,17.40420112,17.40420112,17.40420112
79.11773116,96.38207205,99.00758846,4.707051283,99.49924599,72.26495943,96.42941903,24.57376192,99.56581683,93.17561275,76.02209856,92.3060307,16.28393214,16.28393214,16.28393214,16.28393214
76.80769539,98.99564511,90.54233074,13.55612205,99.84081539,76.4574928,63.20863663,4.789392795,46.82850353,93.24102698,65.01085635,91.6127868,26.60193045,26.60193045,26.60193045,26.60193045
48.32158056,98.11644442,99.2893027,98.77107855,80.62116564,59.4429074,48.24310807,19.4924872,99.59343506,96.03645787,73.47816516,93.97234677,20.49418161,20.49418161,20.49418161,20.49418161
73.11393549,99.8809047,94.3357205,78.33211551,52.64748124,59.6235094,73.90126166,16.2966838,99.54999471,97.61600154,72.21880864,93.40182995,21.18302131,21.18302131,21.18302131,21.18302131
45.31346766,99.91776775,95.32437492,92.09415129,99.89813216,90.44135092,85.92003504,23.9254474,99.55747708,97.80594871,84.77011147,96.13841643,11.36830496,11.36830496,11.36830496,11.36830496
75.31500031,99.13718266,93.70766815,68.26247394,85.7248092,77.56050189,98.44602307,11.65375593,61.15404347,98.63159021,76.41953733,94.34157582,17.92203849,17.92203849,17.92203849,17.92203849
68.44654709,97.68748142,95.60770076,99.62003644,99.37128507,38.73522089,99.15693502,12.62977122,83.05607617,97.15669998,79.76474004,94.48347894,14.7187389,14.7187389,14.7187389,14.7187389
99.30367303,98.12692611,97.24817619,98.64323331,99.2212057,55.0555863,99.24307832,7.98044945,99.77276649,98.78283314,91.22519272,96.47301432,5.247821598,5.247821598,5.247821598,5.247821598
52.88395684,96.55224763,98.67373386,39.7878501,99.99142459,47.03038698,93.74658471,3.785979088,80.84693302,95.43977093,68.3803356,92.1483773,23.7680417,23.7680417,23.7680417,23.7680417
99.103864,96.76249597,98.03382668,88.25117017,66.03802305,99.8893047,82.18813441,6.656842017,99.58566916,99.22677089,89.00975043,97.15716402,8.147413599,8.147413599,8.147413599,8.147413599
39.0069961,98.39272351,95.88126691,75.47576959,86.76425808,91.9256394,56.64539543,33.90200083,99.19147038,95.92977523,75.78647868,94.22830162,18.44182293,18.44182293,18.44182293,18.44182293
23.2042117,96.8066861,97.49087078,83.49364371,94.63911384,95.39342656,32.12419822,20.69868787,58.50698965,92.62737142,66.46156081,93.61292542,27.15136461,27.15136461,27.15136461,27.15136461
67.75114267,97.78231178,96.80082153,35.02134816,45.00828068,16.35778311,99.79924866,19.48291795,90.43173433,90.96060101,56.80104245,89.14528595,32.3442435,32.3442435,32.3442435,32.3442435
73.50140433,94.34590478,95.26631665,72.98168012,99.95568561,65.55007013,91.60809369,0.67393805,99.23082165,98.93422798,83.43748766,95.42992131,11.99243365,11.99243365,11.99243365,11.99243365
89.27423668,98.09052253,93.8985351,169.2378732,43.18048391,55.95899441,90.07668387,8.916282432,94.24397649,93.45256658,87.10676877,97.56188068,10.45511191,10.45511191,10.45511191,10.45511191
80.59475757,94.50439755,94.97143148,69.79498657,99.60268159,33.29510161,90.87618311,8.471267283,99.11677097,96.89011926,78.6814208,93.56387313,14.88245233,14.88245233,14.88245233,14.88245233
77.68543443,94.59232536,94.97782095,57.54816024,41.93919256,99.04606784,91.34737646,6.954321397,99.0584326,97.10745417,76.19931167,94.81820203,18.61889036,18.61889036,18.61889036,18.61889036
67.43124531,99.68166567,96.0580407,63.60518451,99.46616751,92.3722464,63.78890368,0.521976363,80.12729297,98.39600501,79.26054096,95.34938106,16.0888401,16.0888401,16.0888401,16.0888401
79.81611929,99.82332905,91.69768809,18.32909027,81.98132811,42.58877915,99.611576,23.40333973,99.76287178,93.36070379,70.00134326,91.06145272,21.06010946,21.06010946,21.06010946,21.06010946
45.24423836,98.04648624,99.9079218,85.78728136,67.76632964,32.67745751,94.37881963,19.74060992,79.0155149,95.15363978,64.8468703,91.8943188,27.0474485,27.0474485,27.0474485,27.0474485
63.88890278,94.37259471,92.16119619,39.09471825,99.2566038,99.93322585,99.47911291,36.21542477,99.46118286,96.19018855,83.24037401,94.4926818,11.25230779,11.25230779,11.25230779,11.25230779
95.08058603,98.12227376,97.71746822,49.40857657,99.14322564,97.67426758,61.49028949,31.66777316,99.13615139,97.0763943,86.53566723,95.04325411,8.507586886,8.507586886,8.507586886,8.507586886
98.84356439,97.51085863,93.67813136,57.39662933,99.03050377,5.44243805,99.61926604,9.3318866,97.72499292,93.14602659,76.09352966,92.10203991,16.00851025,16.00851025,16.00851025,16.00851025
41.66454448,96.60056818,87.38184885,66.56896334,69.85549085,81.39326404,87.18678968,4.117509297,99.82518018,97.5482464,72.79330202,94.3246517,21.53134968,21.53134968,21.53134968,21.53134968
75.65622181,94.37392257,97.82678406,37.7305239,79.96122786,99.74157847,99.02678684,22.87165851,99.67103628,96.97203741,81.41421684,94.59854493,13.18432809,13.18432809,13.18432809,13.18432809
96.29151043,98.48831832,99.54703667,94.9708269,95.92567213,99.67715756,46.55213927,0.929900225,90.50727417,98.32135903,90.16455857,97.55054114,7.38598257,7.38598257,7.38598257,7.38598257
94.54152176,96.8854852,97.01584376,11.42901927,68.97379912,4.888430876,76.64699818,18.5671859,99.61569972,88.06152886,60.44987502,88.62496774,28.17509272,28.17509272,28.17509272,28.17509272
80.52441387,97.09798411,98.35134232,75.63554151,91.85887853,70.21010541,68.98655289,44.41662941,99.01857246,97.47794556,82.33438103,94.01925065,11.68486962,11.68486962,11.68486962,11.68486962
63.83016597,95.48918326,95.00839562,62.68728677,99.26738521,94.1043599,84.99769515,4.773818321,99.76888894,98.66386443,84.24168738,95.98180327,11.7401159,11.7401159,11.7401159,11.7401159
69.47335091,94.21779165,97.30740827,53.52546924,99.5728596,99.26667538,99.64709274,9.131136097,98.01815128,98.29216456,86.07932602,96.02595248,9.946626458,9.946626458,9.946626458,9.946626458
88.2742406,97.49151157,94.26228907,97.9894815,63.99160845,64.70879624,78.13275212,31.2154036,72.58768413,97.90797905,76.9495934,94.02889446,17.07930106,17.07930106,17.07930106,17.07930106
97.58449066,99.27023978,98.0499227,50.23857213,99.41055612,86.0512224,95.10671401,9.643990861,99.78826923,98.45052708,88.5790859,95.80326037,7.224174474,7.224174474,7.224174474,7.224174474
77.85512342,97.84935068,99.70053748,45.19667197,99.77865447,60.90306637,93.14381658,0.735350588,99.78435742,97.38185505,79.56657417,94.16397402,14.59739985,14.59739985,14.59739985,14.59739985
98.90368999,97.30306437,95.23226566,99.73581922,28.76933591,21.50415376,78.53197824,21.92730539,84.8448064,92.56705094,67.06800295,91.85353173,24.78552878,24.78552878,24.78552878,24.78552878
88.85747455,93.76316491,93.44867515,64.21699115,99.18572034,98.1596923,91.64207836,0.175698768,69.84541261,99.03377702,85.34217081,96.25780102,10.9156302,10.9156302,10.9156302,10.9156302
69.79342293,96.2716337,91.28320042,82.21948472,82.39043042,58.41086569,94.67830944,27.0378988,99.67772366,98.19660305,79.93682899,94.18016642,14.24333743,14.24333743,14.24333743,14.24333743
77.93214075,94.24924522,98.45904104,77.83792341,99.18977842,59.18961298,77.31200324,0.092391716,99.0493364,98.74609606,82.32930729,95.18750371,12.85819642,12.85819642,12.85819642,12.85819642
68.13755068,96.00374322,68.55587046,23.3078699,26.9031245,99.77596743,82.16274792,21.8908786,99.12817486,92.16834061,65.43615403,92.11329149,26.67713747,26.67713747,26.67713747,26.67713747
97.50117456,98.36491838,90.85909804,76.7812779,70.41716573,99.99147251,97.50606274,4.874698236,99.58678928,99.30832569,89.35692862,97.03932236,7.682393743,7.682393743,7.682393743,7.682393743
86.7459564,99.05559516,95.44656367,0.591921999,0.12519982,48.28248221,90.30230264,14.13870989,73.15194905,84.70875569,47.90000644,88.07956146,40.17955501,40.17955501,40.17955501,40.17955501
61.35507445,96.57366035,97.53314986,98.15249873,77.29698457,51.38822879,69.01093955,15.30144636,80.20276899,97.67038265,72.501562,93.69166154,21.19009954,21.19009954,21.19009954,21.19009954
41.98886477,96.04156041,91.87034627,59.10346148,76.71179513,9.003665458,91.26260962,5.341365457,99.51631919,92.086814,61.08711487,90.59833432,29.51121944,29.51121944,29.51121944,29.51121944
89.11507082,99.35825229,89.94128777,69.06408822,97.58525707,15.81016233,88.7432998,10.67956104,67.270362,94.78900312,71.04407907,91.90481416,20.8607351,20.8607351,20.8607351,20.8607351
65.44183356,98.3755674,98.68633498,98.74704781,55.1434521,92.76638169,99.69806378,25.72723387,77.56015643,97.72656203,78.75997998,95.41376706,16.65378708,16.65378708,16.65378708,16.65378708
153.0119463,98.41142307,96.91526472,60.20404438,77.54071352,30.27227873,99.61737353,0.054706241,99.0772726,93.70718066,87.1381476,94.38043692,7.242289321,7.242289321,7.242289321,7.242289321
71.57214786,96.49716414,86.81952988,72.24504613,60.86941296,43.05700932,95.12518207,13.3488464,80.39967802,97.46115429,68.49842182,92.39912666,23.90070484,23.90070484,23.90070484,23.90070484
79.99147219,95.89388566,92.225022,58.79923562,70.07328716,65.72253292,81.28250335,11.88971085,99.95793904,98.42309822,75.84217146,93.69503992,17.85286846,17.85286846,17.85286846,17.85286846
51.63511041,96.5556453,92.77338207,66.11972422,99.72480677,99.78378168,76.48428372,19.64065869,82.05887431,97.80934306,79.59429324,95.13008916,15.53579592,15.53579592,15.53579592,15.53579592
16.34567694,95.34153082,98.21559228,98.99740497,77.40326444,99.23710697,99.86969934,10.61711507,46.75126918,93.69957308,69.39528234,94.9740917,25.57880936,25.57880936,25.57880936,25.57880936
84.83086929,95.28470988,89.71384636,95.262259,56.79902496,32.24449902,73.72901585,15.38464563,77.91440944,96.37792515,69.28992225,92.55345998,23.26353773,23.26353773,23.26353773,23.26353773
98.03677468,98.94579574,96.80512312,98.49729569,87.18175078,65.71366888,99.22396883,33.46566474,96.76721634,98.57980563,90.01224003,95.79892919,5.786689155,5.786689155,5.786689155,5.786689155
97.63623357,91.65024156,96.34476519,80.1602113,99.40749673,34.65350418,61.43185187,3.81989644,91.6485978,96.77146317,79.41997893,93.90081389,14.48083496,14.48083496,14.48083496,14.48083496
87.86470271,98.82114721,99.55919508,75.65684076,99.81579722,4.196725987,91.91756375,17.64548534,96.00170039,93.56001302,75.67208431,92.21758904,16.54550472,16.54550472,16.54550472,16.54550472
96.53651102,98.77203935,96.64744064,35.69033682,71.6049257,58.40233585,99.9834217,15.82901383,99.11428388,96.18965531,76.38111475,92.91203509,16.53092034,16.53092034,16.53092034,16.53092034
68.40703906,99.82453873,97.50235129,91.22172215,99.30246695,95.77972123,84.12701987,32.381544,68.54250828,98.27644646,84.31451125,95.77697806,11.46246681,11.46246681,11.46246681,11.46246681
99.53944759,99.79392337,90.31590651,81.68391334,89.89883532,82.52298912,93.09329062,9.243292321,99.29827062,99.67336247,90.86895467,96.72116838,5.852213717,5.852213717,5.852213717,5.852213717
96.41067884,99.91742049,95.84012256,38.67292361,99.47356855,99.94132287,91.88876111,14.60495693,88.82375509,97.57603496,86.78289385,95.4959416,8.713047752,8.713047752,8.713047752,8.713047752
66.41325562,95.44105795,97.75376147,98.63559497,84.85476539,58.33436733,99.56936466,19.45735739,99.27592655,98.23470185,82.63173442,95.19212983,12.56039541,12.56039541,12.56039541,12.56039541
97.20222527,98.37626164,98.35323789,54.55092994,89.81948776,41.27402682,54.92022881,7.038908477,83.19337561,96.21174785,72.66747007,92.50999017,19.8425201,19.8425201,19.8425201,19.8425201
79.45148486,97.62543051,87.3879591,75.09842827,99.49414438,91.79055966,95.61737061,0.656447602,50.12479055,98.39858374,81.07790607,95.78227904,14.70437297,14.70437297,14.70437297,14.70437297
88.89361313,98.852459,99.18800992,77.8010569,99.94899559,33.29043553,55.66181143,7.455671385,99.56481941,96.12743941,78.1378541,93.61352188,15.47566778,15.47566778,15.47566778,15.47566778
155.2743152,97.66562031,88.05856906,82.60736717,67.497969,72.47632434,64.97764499,0.50650157,99.88254454,95.82449662,92.8026882,96.66048025,3.857792055,#N/A,#N/A,3.857792055
78.93077292,97.15197762,96.81014727,98.56305275,76.0745452,99.39007775,99.73588715,12.72945112,99.69813989,99.4188813,90.37577609,97.50730855,7.131532466,7.131532466,7.131532466,7.131532466
89.30413271,93.86694253,92.90408035,0.765548119,99.53390558,6.176026125,75.94494457,21.15727669,40.19877109,84.87065747,53.59442646,87.30498186,33.7105554,33.7105554,33.7105554,33.7105554
93.78020967,96.83599018,97.50885876,66.34889885,86.3924196,17.21847165,94.62259391,20.20530674,99.14878971,94.88251207,75.80784877,92.26620879,16.45836002,16.45836002,16.45836002,16.45836002
91.79362019,94.89668472,92.42572372,93.19929816,95.78205906,29.18340921,99.0566585,0.111374793,72.82709994,96.74492796,79.05127567,94.22842522,15.17714956,15.17714956,15.17714956,15.17714956
97.034722,98.57697954,96.92494415,39.99090704,62.13461395,36.82659974,99.41943371,21.90190348,37.13971874,92.58782733,60.69558347,90.0352267,29.33964323,29.33964323,29.33964323,29.33964323
147.1131873,98.0361453,96.98928387,99.9876978,65.40767428,70.68921962,95.36398923,16.62365009,32.87041428,94.16801269,84.56402184,95.43338035,10.86935851,10.86935851,10.86935851,10.86935851
89.7201016,97.69659126,93.7062859,98.65288821,99.14255744,35.26904872,95.92913456,16.03019301,96.1625343,97.30300886,85.04480619,94.87434378,9.829537585,9.829537585,9.829537585,9.829537585
83.85270535,96.39479611,93.82515131,53.40674556,14.55857074,65.85206878,63.08234989,0.182155642,75.73570691,94.04479908,58.75346767,91.58182562,32.82835795,32.82835795,32.82835795,32.82835795
83.83380995,96.97050079,97.07739393,58.6757019,99.92091441,17.61281283,99.33107927,0.212975868,73.18769295,94.62331958,71.30591647,92.14456263,20.83864616,20.83864616,20.83864616,20.83864616
42.89000509,97.09891463,92.54809972,58.4152228,99.0518018,99.32945727,88.23114354,3.414251186,99.61444647,97.22769723,80.71665536,95.70791877,14.99126341,14.99126341,14.99126341,14.99126341
51.23321058,99.48280521,93.56855745,45.55637931,99.75818003,58.93658301,70.1769416,34.83496394,82.92324645,95.38017846,69.06944441,91.66847722,22.59903281,22.59903281,22.59903281,22.59903281
84.52662187,99.6266208,96.75051009,51.80732677,99.3312366,38.6259383,55.73554164,12.54976245,67.78588857,95.57623382,68.6542186,91.7016943,23.04747569,23.04747569,23.04747569,23.04747569
38.29966899,99.59438734,92.66735126,84.21266494,79.92906212,35.7481794,99.54323692,16.60521821,95.33414772,95.16126517,69.52653443,92.72744871,23.20091428,23.20091428,23.20091428,23.20091428
95.07431981,99.65607791,92.18801284,53.80053417,74.35875854,71.43270803,99.56062568,11.01519947,99.8343222,98.20544992,81.62938344,94.53646028,12.90707684,12.90707684,12.90707684,12.90707684
76.56006769,96.68782789,93.45026987,78.73487565,99.82029642,60.00913935,72.40500392,10.52303935,85.36039131,98.76837742,79.61780012,94.51258698,14.89478685,14.89478685,14.89478685,14.89478685
55.64575286,97.35681324,98.85334948,66.26644597,62.85290197,69.88445613,86.72340615,15.32604484,99.22363171,97.66001263,72.05037233,93.51753189,21.46715955,21.46715955,21.46715955,21.46715955
162.400651,98.22732851,99.51202593,39.75101766,75.57401545,5.323986559,72.90071186,16.78030436,99.44006457,88.10317729,78.70674117,91.46918211,12.76244094,12.76244094,12.76244094,12.76244094
96.63997131,94.15598982,97.13970085,77.13146221,99.43480928,59.93370294,75.52856255,10.06077882,65.5141065,98.41884707,79.98652169,94.41301901,14.42649732,14.42649732,14.42649732,14.42649732
74.93432527,98.64230355,94.82973229,77.461717,43.97006594,43.05967943,97.6194988,35.89122427,71.37642139,95.18746517,65.4315961,91.40936023,25.97776413,25.97776413,25.97776413,25.97776413
99.74288881,98.17884779,93.9504191,99.88389958,77.71163711,85.76293332,92.78250663,39.13536333,70.65156481,98.27555732,86.90647135,95.70497373,8.79850238,8.79850238,8.79850238,8.79850238
84.2476919,98.1429803,88.59412748,67.69931676,86.82859348,70.96949868,87.98589319,16.56380577,65.1214202,98.86162079,76.78281397,93.96140558,17.17859161,17.17859161,17.17859161,17.17859161
68.66260951,98.89738641,99.39720721,42.42934159,59.95014732,43.68744958,60.10514125,13.12801263,78.96330166,95.611335,59.71456011,90.52872253,30.81416242,30.81416242,30.81416242,30.81416242
86.2863075,95.83672045,99.00457739,89.99770046,64.29828822,29.65030146,58.82609317,21.64552761,94.57025644,95.53995041,71.31842876,92.43851747,21.12008871,21.12008871,21.12008871,21.12008871
98.48736195,96.62616747,95.87704317,61.12749082,99.57506656,71.76315566,99.75724542,18.47568141,91.98599225,98.61181921,87.09465249,95.16086013,8.066207637,8.066207637,8.066207637,8.066207637
89.89971354,98.17770659,91.4580764,68.57780035,99.42594809,96.14400191,66.99324985,20.53244133,99.6373043,98.71705128,88.76164551,96.11695124,7.355305733,7.355305733,7.355305733,7.355305733
87.64382379,97.22333439,99.37934891,39.37690355,99.21560759,49.13465403,96.50611035,22.71315017,80.4320038,96.02991281,75.5044411,92.39955724,16.89511614,16.89511614,16.89511614,16.89511614
42.13250205,96.23329902,98.57723411,78.7955677,99.67783329,31.35444398,99.82143321,40.4730799,99.80111492,93.79256274,73.53067512,92.23920794,18.70853282,18.70853282,18.70853282,18.70853282
87.51549904,94.93038559,98.38132396,72.6481597,99.86399596,7.752534124,98.27320102,15.12446824,99.17489607,93.99667449,76.92419811,92.48832872,15.56413061,15.56413061,15.56413061,15.56413061
23.34561174,97.0160248,93.18968064,87.45204882,60.9236056,51.71967042,99.34158794,25.99292668,86.29450116,94.16936095,64.56286838,92.32042164,27.75755326,27.75755326,27.75755326,27.75755326
38.99098672,99.40620055,98.17276426,13.58598059,99.97848727,61.44374567,99.12570947,25.36021836,55.96579002,90.92296543,60.54808916,90.26398687,29.71589771,29.71589771,29.71589771,29.71589771
